Country,Language,variable,value,Correct
South Africa,English,zav2.8,THE TREE WAS BURNING,1
Tanzania,English,zav2.8,the tree was burning,1
Tanzania,English,zav2.8,The tree was burning,1
The Netherlands,English,zav2.8,the tree was burning,1
The Netherlands,English,zav2.8,The tree was burning,1
UK,English,zav2.8,the tree was burning,1
UK,English,zav2.8,The tree was burning,1
UK,English,zav2.8,THE TREE WAS BURNING,1
United Arab Emirates,English,zav2.8,the tree was burning,1
United Arab Emirates,English,zav2.8,The tree was burning,1
USA,English,zav2.8,the tree was burning,1
USA,English,zav2.8,The tree was burning,1
USA,English,zav2.8,The tree was BURNING,1
USA,English,zav2.8,THe tree was burning,1
USA,English,zav2.8,THE TREE WAS BURNING,1
Australia,English,zav2.8,the tree was burning ,1
Australia,English,zav2.8,The tree was burning ,1
Canada,English,zav2.8,the tree was burning ,1
Canada,English,zav2.8,The tree was burning ,1
India,English,zav2.8,the tree was burning ,1
India,English,zav2.8,The tree was burning ,1
New Zealand,English,zav2.8,the tree was burning ,1
South Africa,English,zav2.8,the tree was burning ,1
Tanzania,English,zav2.8,the tree was burning ,1
The Netherlands,English,zav2.8,the tree was burning ,1
UK,English,zav2.8,the tree was burning ,1
UK,English,zav2.8,The tree was burning ,1
United Arab Emirates,English,zav2.8,the tree was burning ,1
United Arab Emirates,English,zav2.8,The tree was burning ,1
USA,English,zav2.8,the tree was burning ,1
USA,English,zav2.8,The tree was burning ,1
USA,English,zav2.8,THE TREE WAS BURNING ,1
USA,English,zav2.8,the tree was burning  ,1
United Arab Emirates,English,zav2.8,the tree was burning / ' burning was the tree' - Yoda,1
USA,English,zav2.8,the tree was burning should,2
USA,English,zav2.8,The tree was burning should,2
USA,English,zav2.8,the tree was burning should ,2
USA,English,zav2.8,"The tree was burning,",1
Australia,English,zav2.8,the tree was burning.,1
Canada,English,zav2.8,The tree was burning.,1
India,English,zav2.8,The tree was burning.,1
Malaysia,English,zav2.8,The tree was burning.,1
UK,English,zav2.8,The tree was burning.,1
United Arab Emirates,English,zav2.8,The tree was burning.,1
USA,English,zav2.8,the tree was burning.,1
USA,English,zav2.8,The tree was burning.,1
United Arab Emirates,English,zav2.8,The tree was burning. ,1
USA,English,zav2.8,the tree was burning. ,1
USA,English,zav2.8,The tree was burning. ,1
USA,English,zav2.8,The tree was burning.  ,1
USA,English,zav2.8,the tree was burning',1
USA,English,zav2.8,the tree was burnming,1
USA,English,zav2.8,The tree was burnng.,1
Canada,English,zav2.8,the tree was burnning,1
South Africa,English,zav2.8,the tree was burnning,1
Tanzania,English,zav2.8,The tree was burnning,1
Tanzania,English,zav2.8,the tree was burnt,2
India,English,zav2.8,the tree was burnuing,1
USA,English,zav2.8,the tree was burring,1
India,English,zav2.8,the tree was should burning,0
Tanzania,English,zav2.8,the tree was should burning,0
The Netherlands,English,zav2.8,the tree was should burning,0
USA,English,zav2.8,the tree was should burning,0
USA,English,zav2.8,The tree was supposed to burn,0
India,English,zav2.8,the tree wsa burning,1
Tanzania,English,zav2.8,the tree wwas burning,1
Canada,English,zav2.8,the treewas burning,1
USA,English,zav2.8,the tress was burning,1
Australia,English,zav2.8,the tress was burning ,1
USA,English,zav2.8,the tress was burning ,1
USA,English,zav2.8,the trree was burning,1
Nigeria,English,zav2.8,the trrr was burning,1
UK,English,zav2.8,The trss was burning,2
UK,English,zav2.8,the true was burning,2
South Africa,English,zav2.8,The was tree should burning ,0
UK,English,zav2.8,thetree was burning,1
India,English,zav2.8,ththe tree was ,0
USA,English,zav2.8,Tree,0
USA,English,zav2.8,tree should be burning,2
Tanzania,English,zav2.8,tree was  burning,2
New Zealand,English,zav2.8,tree was buring,2
India,English,zav2.8,tree was burning,2
Malaysia,English,zav2.8,tree was burning,2
Tanzania,English,zav2.8,tree was burning,2
USA,English,zav2.8,tree was burning,2
New Zealand,English,zav2.8,tree was burning should the,2
India,English,zav2.8,tree was should burning,0
Malaysia,English,zav2.8,tree was the burning,2
USA,English,zav2.8,tree was the burning ,2
Tanzania,English,zav2.8,unfreely,0
Malaysia,English,zav2.8,was burning the tree,1
Tanzania,English,zav2.8,was burning the tree,1
United Arab Emirates,English,zav2.8,was burning the tree,1
USA,English,zav2.8,was should the burning tree,0
USA,English,zav2.8,was should the tree burning ,0
USA,English,zav2.8,was the buring tree,2
USA,English,zav2.8,was the burning tree,2
Canada,English,zav2.8,was the burning tree should,2
South Africa,English,zav2.8,was the burning tree should,2
USA,English,zav2.8,was the should tree burning,0
India,English,zav2.8,was the tree burning,1
India,English,zav2.8,Was the tree burning,1
India,English,zav2.8,WAS THE TREE BURNING,1
Malaysia,English,zav2.8,Was the tree burning,1
Nigeria,English,zav2.8,was the tree burning,1
South Africa,English,zav2.8,was the tree burning,1
UK,English,zav2.8,was the tree burning,1
United Arab Emirates,English,zav2.8,was the tree burning,1
USA,English,zav2.8,was the tree burning,1
USA,English,zav2.8,Was the tree burning,1
United Arab Emirates,English,zav2.8,was the tree burning ,1
USA,English,zav2.8,was the tree burning ,1
USA,English,zav2.8,Was the tree burning ,1
USA,English,zav2.8,was the tree burning should,2
United Arab Emirates,English,zav2.8,was the tree burning?,1
USA,English,zav2.8,Was the tree burning?,1
USA,English,zav2.8,Was the tree burning? ,1
USA,English,zav2.8,Was the tree burning.,1
India,English,zav2.8,was the tree burnning,1
India,English,zav2.8,was the tree should burn,0
India,English,zav2.8,was the tree should burning,0
USA,English,zav2.8,was the tree should burning,0
USA,English,zav2.8,Was the tree should burning.,0
USA,English,zav2.8,was tree burning should,0
India,English,zav2.8,was tree the burning should,0
USA,English,zav2.8,wash the tree burning,1
USA,English,zav2.8,Yes,0
India,English,zav2.8,yhe tree was burning,1
Australia,English,zav2.8,,0
Canada,English,zav2.8,,0
India,English,zav2.8,,0
Malaysia,English,zav2.8,,0
New Zealand,English,zav2.8,,0
Nigeria,English,zav2.8,,0
South Africa,English,zav2.8,,0
Tanzania,English,zav2.8,,0
The Netherlands,English,zav2.8,,0
UK,English,zav2.8,,0
United Arab Emirates,English,zav2.8,,0
USA,English,zav2.8,,0
Tanzania,English,zav2.9, the ball was once tossed,2
USA,English,zav2.9, toss the ball once,1
New Zealand,English,zav2.9,"""once the ball toss""",2
USA,English,zav2.9,"""toss the ball once.""",1
USA,English,zav2.9,"""toss the ball once""",1
USA,English,zav2.9,and one again,0
USA,English,zav2.9,asdf,0
USA,English,zav2.9,ball ,0
Tanzania,English,zav2.9,ball once the sudden toss,0
India,English,zav2.9,ball sudden the toss,2
USA,English,zav2.9,ball sudden toss ball ,0
New Zealand,English,zav2.9,ball sudden toss once,2
India,English,zav2.9,ball the sudden toss,2
Tanzania,English,zav2.9,Ball the sudden toss,2
USA,English,zav2.9,ball the toss once ,2
Tanzania,English,zav2.9,ball toss once,2
USA,English,zav2.9,ball toss once the sudden,2
India,English,zav2.9,ball toss sudden once,2
USA,English,zav2.9,ball was toss once,2
USA,English,zav2.9,Gone,0
India,English,zav2.9,ground,0
India,English,zav2.9,in the flore,0
USA,English,zav2.9,lorem ipsum,0
Tanzania,English,zav2.9,n the  water,0
Australia,English,zav2.9,NA,0
Canada,English,zav2.9,NA,0
New Zealand,English,zav2.9,NA,0
UK,English,zav2.9,NA,0
USA,English,zav2.9,NA,0
Tanzania,English,zav2.9,not twice,0
India,English,zav2.9,once ball sudden toss,2
USA,English,zav2.9,once ball sudden toss,2
India,English,zav2.9,once ball sudden toss ,2
India,English,zav2.9,once ball the suddem toss,2
USA,English,zav2.9,once ball the sudden toss,2
India,English,zav2.9,once ball toss sudden,2
India,English,zav2.9,once sudden the ball toss ,2
India,English,zav2.9,once sudden the toss,2
India,English,zav2.9,once sudden toss the ball,2
India,English,zav2.9,once the ball sudden,0
USA,English,zav2.9,once the ball sudden,0
India,English,zav2.9,once the ball sudden toss,2
South Africa,English,zav2.9,once the ball sudden toss,2
Tanzania,English,zav2.9,once the ball sudden toss,2
USA,English,zav2.9,once the ball sudden toss,2
USA,English,zav2.9,Once the ball sudden toss,2
USA,English,zav2.9,once the ball tos,2
Australia,English,zav2.9,once the ball toss,2
Canada,English,zav2.9,once the ball toss,2
Canada,English,zav2.9,Once the ball toss,2
India,English,zav2.9,once the ball toss,2
Malaysia,English,zav2.9,once the ball toss,2
New Zealand,English,zav2.9,once the ball toss,2
New Zealand,English,zav2.9,Once the ball toss,2
South Africa,English,zav2.9,once the ball toss,2
The Netherlands,English,zav2.9,Once the ball toss,2
UK,English,zav2.9,once the ball toss,2
United Arab Emirates,English,zav2.9,once the ball toss,2
USA,English,zav2.9,once the ball toss,2
USA,English,zav2.9,Once the ball toss,2
UK,English,zav2.9,once the ball toss ,2
USA,English,zav2.9,once the ball toss ,2
USA,English,zav2.9,Once the ball toss ,2
USA,English,zav2.9,Once the ball toss. ,2
USA,English,zav2.9,once the ball tossed sudden,2
USA,English,zav2.9,once the ball was suddenly tossed ,2
USA,English,zav2.9,once the sudden ball,2
USA,English,zav2.9,Once the sudden ball,2
Canada,English,zav2.9,once the sudden ball toss,2
India,English,zav2.9,once the sudden ball toss,2
New Zealand,English,zav2.9,once the sudden ball toss,2
South Africa,English,zav2.9,once the sudden ball toss,2
USA,English,zav2.9,once the sudden ball toss,2
UK,English,zav2.9,once the sudden ball toss ,2
USA,English,zav2.9,once the sudden ball toss ,2
USA,English,zav2.9,Once the sudden ball toss ,2
USA,English,zav2.9,once the sudden ball toss.,2
Canada,English,zav2.9,once the sudden toss,2
India,English,zav2.9,once the sudden toss,2
South Africa,English,zav2.9,once the sudden toss,2
UK,English,zav2.9,once the sudden toss,2
United Arab Emirates,English,zav2.9,once the sudden toss,2
USA,English,zav2.9,once the sudden toss,2
USA,English,zav2.9,Once the sudden toss,2
USA,English,zav2.9,once the sudden toss ,2
United Arab Emirates,English,zav2.9,once the toss ball,2
United Arab Emirates,English,zav2.9,Once the toss ball,2
India,English,zav2.9,once the toss ball sudden,2
The Netherlands,English,zav2.9,once the toss sudden,2
India,English,zav2.9,once the toss the ball,2
Canada,English,zav2.9,once toss the ball,1
India,English,zav2.9,once toss the ball,1
India,English,zav2.9,Once toss the ball,1
Malaysia,English,zav2.9,once toss the ball,1
Tanzania,English,zav2.9,once toss the ball,1
USA,English,zav2.9,once toss the ball,1
USA,English,zav2.9,Once toss the ball,1
India,English,zav2.9,once toss the ball ,1
USA,English,zav2.9,"once, the suddem ball toss",2
USA,English,zav2.9,"Once, the sudden ball toss ",2
USA,English,zav2.9,one the ball sudden,0
USA,English,zav2.9,one the ball sudden toss,0
USA,English,zav2.9,one the ball toss,0
Tanzania,English,zav2.9,one toss the ball,0
India,English,zav2.9,otso thte asllbaslb nsceonsco,0
Tanzania,English,zav2.9,per week,0
USA,English,zav2.9,Ross the ball once,0
USA,English,zav2.9,She tossed the ball.,2
USA,English,zav2.9,sudden,0
USA,English,zav2.9,sudden ball toss,2
Malaysia,English,zav2.9,sudden ball toss once,2
Tanzania,English,zav2.9,sudden ball toss once,2
USA,English,zav2.9,sudden ball toss once,2
New Zealand,English,zav2.9,sudden once the ball,2
USA,English,zav2.9,sudden once toss the ball,2
USA,English,zav2.9,sudden the ball once toss,0
India,English,zav2.9,sudden the ball toss,2
South Africa,English,zav2.9,sudden the ball toss,2
The Netherlands,English,zav2.9,sudden the ball toss,2
USA,English,zav2.9,sudden the ball toss,2
USA,English,zav2.9,Sudden the ball toss,2
India,English,zav2.9,sudden the ball toss once,2
South Africa,English,zav2.9,sudden the ball toss once,2
Tanzania,English,zav2.9,sudden the ball toss once,2
The Netherlands,English,zav2.9,sudden the ball toss once,2
USA,English,zav2.9,sudden the ball toss once,2
USA,English,zav2.9,sudden the ball toss once ,2
USA,English,zav2.9,Sudden the ball toss.,2
India,English,zav2.9,sudden the toss once,0
USA,English,zav2.9,sudden thoss the ball ,0
India,English,zav2.9,sudden tos once the ball,2
USA,English,zav2.9,sudden toss ball once,2
USA,English,zav2.9,sudden toss of ball,2
India,English,zav2.9,sudden toss once ball,2
Tanzania,English,zav2.9,sudden toss once the ball,2
USA,English,zav2.9,sudden toss once the ball,2
India,English,zav2.9,sudden toss the ball,2
Malaysia,English,zav2.9,sudden toss the ball,2
South Africa,English,zav2.9,sudden toss the ball,2
USA,English,zav2.9,sudden toss the ball,2
USA,English,zav2.9,Sudden toss the ball,2
USA,English,zav2.9,Sudden toss the ball ,2
USA,English,zav2.9,Sudden Toss the Ball ,2
Malaysia,English,zav2.9,sudden toss the ball once,2
South Africa,English,zav2.9,Sudden toss the ball once,2
Tanzania,English,zav2.9,SUDDEN TOSS THE BALL ONCE,2
The Netherlands,English,zav2.9,sudden toss the ball once,2
USA,English,zav2.9,sudden toss the ball once,2
USA,English,zav2.9,sudden toss the ball once ,2
USA,English,zav2.9,sudden toss the once ball,0
Tanzania,English,zav2.9,sudden tossed the ball,2
USA,English,zav2.9,"Sudden, toss the ball once ",2
USA,English,zav2.9,"sudden,the ball toss",2
Tanzania,English,zav2.9,suddenly he toss the ball once,2
USA,English,zav2.9,suddenly the ball toss once.,0
Malaysia,English,zav2.9,sudedn toss the ball once,2
USA,English,zav2.9,sudeen tossed the ball once,2
USA,English,zav2.9,teh ball toss once,2
Tanzania,English,zav2.9,th sudden toss once,0
India,English,zav2.9,tha ball sudden toss,2
India,English,zav2.9,tha ball toss once,2
South Africa,English,zav2.9,the,0
Tanzania,English,zav2.9,the  ball tossed once,2
USA,English,zav2.9,the  sudden toss once ball,0
India,English,zav2.9,the baal was sudden toss,2
UK,English,zav2.9,the ball,0
USA,English,zav2.9,the ball ,0
Tanzania,English,zav2.9,the ball  tosss once,2
USA,English,zav2.9,the ball had a sudden toss,2
India,English,zav2.9,the ball once sudden,2
India,English,zav2.9,the ball once sudden toss,2
South Africa,English,zav2.9,the ball once sudden toss,2
Tanzania,English,zav2.9,the ball once sudden toss,2
Canada,English,zav2.9,the ball once toss,2
India,English,zav2.9,the ball once toss,2
Malaysia,English,zav2.9,the ball once toss,2
Nigeria,English,zav2.9,the ball once toss,2
United Arab Emirates,English,zav2.9,the ball once toss,2
USA,English,zav2.9,the ball once toss,2
USA,English,zav2.9,The ball once toss,2
USA,English,zav2.9,the ball once toss ,2
India,English,zav2.9,the ball once toss sudden,2
USA,English,zav2.9,The ball once toss.,2
USA,English,zav2.9,the ball sudden,0
Tanzania,English,zav2.9,the ball sudden  toss once,2
USA,English,zav2.9,the ball sudden once toss,2
India,English,zav2.9,the ball sudden the,0
Canada,English,zav2.9,the ball sudden toss,2
India,English,zav2.9,the ball sudden toss,2
Malaysia,English,zav2.9,the ball sudden toss,2
Malaysia,English,zav2.9,The ball sudden toss,2
Nigeria,English,zav2.9,the ball sudden toss,2
South Africa,English,zav2.9,the ball sudden toss,2
The Netherlands,English,zav2.9,the ball sudden toss,2
The Netherlands,English,zav2.9,The ball sudden toss,2
UK,English,zav2.9,the ball sudden toss,2
United Arab Emirates,English,zav2.9,the ball sudden toss,2
USA,English,zav2.9,the ball sudden toss,2
USA,English,zav2.9,The ball sudden toss,2
USA,English,zav2.9,THe ball sudden toss,2
Canada,English,zav2.9,the ball sudden toss once,2
South Africa,English,zav2.9,The ball sudden toss once,2
Tanzania,English,zav2.9,the ball sudden toss once,2
Tanzania,English,zav2.9,The ball sudden toss once,2
The Netherlands,English,zav2.9,the ball sudden toss once,2
USA,English,zav2.9,the ball sudden toss once,2
Tanzania,English,zav2.9,the ball sudden toss once ,2
USA,English,zav2.9,The ball sudden toss.,2
United Arab Emirates,English,zav2.9,The ball sudden toss. ,2
India,English,zav2.9,the ball sudden tossed,2
Malaysia,English,zav2.9,the ball sudden tossed once,2
South Africa,English,zav2.9,the ball suddenly toss once,2
Australia,English,zav2.9,the ball suddenly tossed once,2
USA,English,zav2.9,the ball toss,0
Australia,English,zav2.9,the ball toss once,2
Canada,English,zav2.9,the ball toss once,2
India,English,zav2.9,the ball toss once,2
India,English,zav2.9,The ball toss once,2
Malaysia,English,zav2.9,the ball toss once,2
Malaysia,English,zav2.9,The ball toss once,2
Malaysia,English,zav2.9,THE BALL TOSS ONCE,2
Nigeria,English,zav2.9,the ball toss once,2
South Africa,English,zav2.9,the ball toss once,2
South Africa,English,zav2.9,The ball toss once,2
Tanzania,English,zav2.9,the ball toss once,2
Tanzania,English,zav2.9,The ball toss once,2
The Netherlands,English,zav2.9,the ball toss once,2
UK,English,zav2.9,the ball toss once,2
UK,English,zav2.9,The ball toss once,2
United Arab Emirates,English,zav2.9,the ball toss once,2
United Arab Emirates,English,zav2.9,The ball toss once,2
USA,English,zav2.9,the ball toss once,2
USA,English,zav2.9,The ball toss once,2
USA,English,zav2.9,The Ball toss once,2
India,English,zav2.9,The ball toss once ,2
Malaysia,English,zav2.9,the ball toss once ,2
The Netherlands,English,zav2.9,the ball toss once ,2
UK,English,zav2.9,the ball toss once ,2
UK,English,zav2.9,The ball toss once ,2
USA,English,zav2.9,the ball toss once ,2
USA,English,zav2.9,The ball toss once ,2
Tanzania,English,zav2.9,the ball toss once sudden,2
Tanzania,English,zav2.9,The ball toss once sudden,2
USA,English,zav2.9,the ball toss once sudden,2
USA,English,zav2.9,The ball toss once sudden,2
USA,English,zav2.9,the ball toss once.,2
USA,English,zav2.9,The ball toss once.,2
India,English,zav2.9,the ball toss oncse,2
UK,English,zav2.9,the ball toss ones,2
India,English,zav2.9,the ball toss sudden,2
Tanzania,English,zav2.9,the ball toss sudden,2
Tanzania,English,zav2.9,The ball toss sudden,2
USA,English,zav2.9,the ball toss sudden,2
India,English,zav2.9,the ball toss sudden once,2
Tanzania,English,zav2.9,the ball toss sudden once,2
USA,English,zav2.9,the ball toss sudden once,2
USA,English,zav2.9,the ball toss was sudden,2
India,English,zav2.9,the ball tossed once,2
South Africa,English,zav2.9,THE BALL TOSSED ONCE,2
UK,English,zav2.9,the ball tossed once,2
UK,English,zav2.9,The ball tossed once,2
USA,English,zav2.9,the ball tossed once,2
USA,English,zav2.9,The ball tossed once,2
USA,English,zav2.9,the ball tossed once sudden ,2
India,English,zav2.9,the ball tossed sudden,2
USA,English,zav2.9,the ball tossed sudden,2
USA,English,zav2.9,The ball was suddenly tossed once,2
New Zealand,English,zav2.9,the ball was toss once,2
Tanzania,English,zav2.9,the ball was toss once suddenly ,2
Tanzania,English,zav2.9,The ball was tossed once,2
USA,English,zav2.9,the ball was tossed once,2
USA,English,zav2.9,the ball was tossed suddenly,2
USA,English,zav2.9,the ball was tossed sudendly ,2
USA,English,zav2.9,The ball.,0
USA,English,zav2.9,the bass toss once,2
USA,English,zav2.9,the boss sudden toss once,2
The Netherlands,English,zav2.9,The call toss once,2
USA,English,zav2.9,the once sudden ball,2
USA,English,zav2.9,The once sudden ball,2
USA,English,zav2.9,the once sudden ball toss,2
USA,English,zav2.9,the once sudden toss,2
USA,English,zav2.9,The once sudden toss ,2
USA,English,zav2.9,the once toss ball,2
Tanzania,English,zav2.9,the sadden ball toss once,2
USA,English,zav2.9,the sidden toss once ,0
USA,English,zav2.9,The suddden ball toss,1
USA,English,zav2.9,the sudden bal toss,1
New Zealand,English,zav2.9,the sudden ball,0
USA,English,zav2.9,The sudden ball ,0
USA,English,zav2.9,the sudden ball once,0
USA,English,zav2.9,the sudden ball once toss,0
Australia,English,zav2.9,the sudden ball toss,1
Australia,English,zav2.9,The sudden ball toss,1
Canada,English,zav2.9,the sudden ball toss,1
Canada,English,zav2.9,The sudden ball toss,1
India,English,zav2.9,the sudden ball toss,1
Malaysia,English,zav2.9,the sudden ball toss,1
New Zealand,English,zav2.9,the sudden ball toss,1
New Zealand,English,zav2.9,The sudden ball toss,1
South Africa,English,zav2.9,the sudden ball toss,1
The Netherlands,English,zav2.9,the sudden ball toss,1
UK,English,zav2.9,the sudden ball toss,1
United Arab Emirates,English,zav2.9,the sudden ball toss,1
United Arab Emirates,English,zav2.9,The sudden ball toss,1
USA,English,zav2.9,the sudden ball toss,1
USA,English,zav2.9,The sudden ball toss,1
Canada,English,zav2.9,the sudden ball toss ,1
United Arab Emirates,English,zav2.9,The sudden ball toss ,1
USA,English,zav2.9,the sudden ball toss ,1
USA,English,zav2.9,The sudden ball toss ,1
Nigeria,English,zav2.9,the sudden ball toss once,2
Tanzania,English,zav2.9,The sudden ball toss once,2
USA,English,zav2.9,The sudden ball toss once,2
Australia,English,zav2.9,the sudden ball toss once ,2
USA,English,zav2.9,the sudden ball toss.,1
USA,English,zav2.9,The sudden ball toss.,1
USA,English,zav2.9,The sudden ball toss. ,1
USA,English,zav2.9,the sudden once ball toss,0
USA,English,zav2.9,The sudden one ball toss,0
USA,English,zav2.9,The sudden she tossed the ball it dropped,0
USA,English,zav2.9,the sudden toss,2
USA,English,zav2.9,The sudden toss,2
The Netherlands,English,zav2.9,the sudden toss ,2
USA,English,zav2.9,the sudden toss ,2
USA,English,zav2.9,The sudden toss ,2
India,English,zav2.9,the sudden toss ball,2
UK,English,zav2.9,The sudden toss ball,2
USA,English,zav2.9,the sudden toss ball,2
USA,English,zav2.9,the sudden toss ball ,2
USA,English,zav2.9,the sudden toss ball once,2
UK,English,zav2.9,the sudden toss once,2
USA,English,zav2.9,the sudden toss once,2
USA,English,zav2.9,The sudden toss once,2
USA,English,zav2.9,the sudden toss once ball,2
USA,English,zav2.9,the sudden tosss ball,2
USA,English,zav2.9,the toss ball,2
Tanzania,English,zav2.9,the toss ball sudden once,0
The Netherlands,English,zav2.9,The toss ball sudden once,0
USA,English,zav2.9,the toss ball sudden once,0
Tanzania,English,zav2.9,the toss once ball sudden,0
India,English,zav2.9,the toss once sudden,2
India,English,zav2.9,the toss sudden once,2
USA,English,zav2.9,The toss sudden once,2
India,English,zav2.9,the toss sudden once ,2
USA,English,zav2.9,the toss was sudden,2
India,English,zav2.9,the toss was sudden once,2
India,English,zav2.9,The toss was sudden.,2
Tanzania,English,zav2.9,the was sudden tossed once ,0
USA,English,zav2.9,thoss the ball once,1
USA,English,zav2.9,Tiss the ball once,1
USA,English,zav2.9,to the ball once,0
USA,English,zav2.9,toas the ball once,1
United Arab Emirates,English,zav2.9,todd the ball once,1
Tanzania,English,zav2.9,toos the ball sudden,2
India,English,zav2.9,Tos the ball once.,1
UK,English,zav2.9,toss  the ball once,1
USA,English,zav2.9,toss ball once,2
USA,English,zav2.9,toss he ball once,1
USA,English,zav2.9,toss he ball once ,1
Nigeria,English,zav2.9,toss once the ball,1
USA,English,zav2.9,toss once the ball,1
USA,English,zav2.9,Toss once the ball,1
India,English,zav2.9,toss sudden the ball,2
India,English,zav2.9,toss the bal once,1
UK,English,zav2.9,toss the ball,2
USA,English,zav2.9,toss the ball,2
USA,English,zav2.9,Toss the ball,2
United Arab Emirates,English,zav2.9,toss the ball ,2
United Arab Emirates,English,zav2.9,Toss the ball ,2
USA,English,zav2.9,toss the ball ,2
USA,English,zav2.9,toss the ball  ,2
India,English,zav2.9,toss the ball again,2
Canada,English,zav2.9,toss the ball at once ,2
USA,English,zav2.9,toss the ball knce,2
USA,English,zav2.9,toss the ball onc,1
USA,English,zav2.9,toss the ball oncce,1
Australia,English,zav2.9,toss the ball once,1
Australia,English,zav2.9,Toss the ball once,1
Canada,English,zav2.9,toss the ball once,1
Canada,English,zav2.9,Toss the ball once,1
India,English,zav2.9,toss the ball once,1
India,English,zav2.9,Toss the ball once,1
India,English,zav2.9,TOSS THE BALL ONCE,1
Malaysia,English,zav2.9,toss the ball once,1
Malaysia,English,zav2.9,Toss the ball once,1
New Zealand,English,zav2.9,toss the ball once,1
New Zealand,English,zav2.9,Toss the ball once,1
Nigeria,English,zav2.9,toss the ball once,1
Nigeria,English,zav2.9,toss the bALL ONCE,1
Nigeria,English,zav2.9,TOSS THE BALL ONCE,1
South Africa,English,zav2.9,toss the ball once,1
South Africa,English,zav2.9,Toss the ball once,1
Tanzania,English,zav2.9,toss the ball once,1
The Netherlands,English,zav2.9,toss the ball once,1
The Netherlands,English,zav2.9,Toss the ball once,1
UK,English,zav2.9,toss the ball once,1
UK,English,zav2.9,Toss the ball once,1
UK,English,zav2.9,TOSS THE BALL ONCE,1
United Arab Emirates,English,zav2.9,toss the ball once,1
United Arab Emirates,English,zav2.9,Toss the ball once,1
USA,English,zav2.9,toss the ball once,1
USA,English,zav2.9,Toss the ball once,1
USA,English,zav2.9,TOSS THE BALL ONCE,1
Australia,English,zav2.9,toss the ball once ,1
Australia,English,zav2.9,Toss the ball once ,1
Canada,English,zav2.9,toss the ball once ,1
India,English,zav2.9,toss the ball once ,1
India,English,zav2.9,Toss the ball once ,1
New Zealand,English,zav2.9,toss the ball once ,1
South Africa,English,zav2.9,toss the ball once ,1
Tanzania,English,zav2.9,toss the ball once ,1
UK,English,zav2.9,toss the ball once ,1
UK,English,zav2.9,Toss the ball once ,1
United Arab Emirates,English,zav2.9,toss the ball once ,1
United Arab Emirates,English,zav2.9,Toss the ball once ,1
USA,English,zav2.9,toss the ball once ,1
USA,English,zav2.9,Toss the ball once ,1
USA,English,zav2.9,TOSS THE BALL ONCE ,1
United Arab Emirates,English,zav2.9,toss the ball once / the sudden ball toss / ,1
India,English,zav2.9,toss the ball once sudden,2
South Africa,English,zav2.9,toss the ball once sudden,2
Tanzania,English,zav2.9,toss the ball once sudden,2
United Arab Emirates,English,zav2.9,toss the ball once sudden,2
USA,English,zav2.9,toss the ball once sudden,2
New Zealand,English,zav2.9,"toss the ball once, sudden",2
USA,English,zav2.9,"Toss the ball once, sudden",2
Australia,English,zav2.9,toss the ball once.,1
Canada,English,zav2.9,Toss the ball once.,1
India,English,zav2.9,Toss the ball once.,1
Malaysia,English,zav2.9,toss the ball once.,1
Malaysia,English,zav2.9,Toss the ball once.,1
UK,English,zav2.9,Toss the ball once.,1
United Arab Emirates,English,zav2.9,Toss the ball once.,1
USA,English,zav2.9,toss the ball once.,1
USA,English,zav2.9,Toss the ball once.,1
United Arab Emirates,English,zav2.9,Toss the ball once. ,1
USA,English,zav2.9,toss the ball once. ,1
USA,English,zav2.9,Toss the ball once. ,1
USA,English,zav2.9,toss the ball onces,1
USA,English,zav2.9,toss the ball one,1
India,English,zav2.9,toss the ball onec,1
Malaysia,English,zav2.9,toss the ball onmce,1
India,English,zav2.9,toss the ball ononce,1
USA,English,zav2.9,toss the ball onve,1
India,English,zav2.9,toss the ball sudden,2
USA,English,zav2.9,toss the ball sudden,2
USA,English,zav2.9,Toss the ball sudden,2
Canada,English,zav2.9,toss the ball sudden once,2
USA,English,zav2.9,toss the ball sudden once,2
USA,English,zav2.9,Toss the ball sudden once,2
Canada,English,zav2.9,Toss the ball sudden once ,2
USA,English,zav2.9,Toss the ball sudden.,2
New Zealand,English,zav2.9,toss the ball suddon once,2
USA,English,zav2.9,"toss the ball, once",1
USA,English,zav2.9,"toss the ball, once.",1
USA,English,zav2.9,Toss the ball.,2
USA,English,zav2.9,toss the ball\,2
UK,English,zav2.9,Toss the balll once.,1
USA,English,zav2.9,toss the balls once,1
USA,English,zav2.9,toss the bass once,1
USA,English,zav2.9,Toss the bll once,1
India,English,zav2.9,toss the boll once,1
USA,English,zav2.9,toss the boll once,1
USA,English,zav2.9,Toss the boll once.,1
India,English,zav2.9,toss the bsll once,1
Nigeria,English,zav2.9,toss the coin,0
Nigeria,English,zav2.9,toss the coin once,0
USA,English,zav2.9,Toss the fucking ball once. ,0
USA,English,zav2.9,Toss the once sudden ball,0
Canada,English,zav2.9,toss the sudden ball,2
India,English,zav2.9,toss the sudden ball,2
Tanzania,English,zav2.9,toss the sudden ball,2
USA,English,zav2.9,toss the sudden ball,2
USA,English,zav2.9,toss the sudden ball once,2
USA,English,zav2.9,Toss the sudden ball once.,2
USA,English,zav2.9,toss the the ball,2
Nigeria,English,zav2.9,tossb the ball once,1
USA,English,zav2.9,tpss the vall oce,0
Australia,English,zav2.9,,0
Canada,English,zav2.9,,0
