"ResponseID","zav1.1","zav1.2","zav1.3","zav1.4","zav1.5","zav1.6","zav1.7","zav1.8","zav1.9","zav1.10","zav1.11","zav1.12","zav1.13","zav2.1","zav2.2","zav2.3","zav2.4","zav2.5","zav2.6","zav2.7","zav2.8","zav2.9","zav2.10","zav2.11","zav2.12","zav2.13","Country","Language","zav.code1","zav.code2","zav.code3","zav.code4","zav.code5","zav.code6","zav.code7","zav.code8","zav.code9","zav.code10","zav.code11","zav.code12","zav.code13","zav.include.strict","zav.include.primed","zav.condition"
"R_5dn6CsdIsuX6X6B","she leftovers the freezes","the cat had fleas","although frosbite was paintful","go for a walk","the water feld cold","the movie was new","he saw the train","the lake was frozen","the ball sudden toss","the old man shivers","the curtain was green","she found glove","she defrosted the meat","","","","","","","","","","","","","","USA","English",2,1,1,1,1,1,1,1,2,1,1,2,1,FALSE,TRUE,"Cold"
"R_aWaZdj2OeOd0ImN","she freezes the leftovers","the cat had fleas","his frostbite was painful","go for a walk","the water felt cold","the movie was new","he saw the train","the lake was frozen","toss the ball once","the old man shivers","the curtain was green","she found a glove","she defrosted the meat","","","","","","","","","","","","","","USA","English",1,1,1,1,1,1,1,1,1,1,1,1,1,TRUE,TRUE,"Cold"
"R_38eIqpkBi5YH1mB","","","","","","","","","","","","","","She boiled the eggs.","The cat had fleas.","His sunburn was painful.","Go for a walk.","The water felt hot.","The movies was new.","He saw the train.","The tree was burning.","Toss the boll once.","The old man sweats.","The curtain was green. ","She found a glove.","She roasted the potatoes.","USA","English",1,1,1,1,1,1,1,1,1,1,1,1,1,TRUE,TRUE,"Hot"
"R_8eIR3nG4WZL0t01","she freezes the leftovers","the cat had fleas","his frostbite was painful","go for a walk","the water felt cold","the movie was new","he saw the train","the lake was frozen","toss the ball once","the old man shivers","the curtain was green","she found a glove","she defrosted the meat","","","","","","","","","","","","","","USA","English",1,1,1,1,1,1,1,1,1,1,1,1,1,TRUE,TRUE,"Cold"
"R_5uLwyDCX4rR0Qct","She freezes the leftovers","The cat had fleas","His frostbite was painful","Go for a walk","The water felt cold","The movie was new","He saw the train","The lake was frozen","Toss the ball once","The old man shivers","The curtain was green","She found a glove","She defrosted the meat","","","","","","","","","","","","","","USA","English",1,1,1,1,1,1,1,1,1,1,1,1,1,TRUE,TRUE,"Cold"
"R_3gdnEaUvAk8CAqp","she freezes the leftovers","the cat had fleas","his frostbite was painful","go for a walk","the water felt cold","the movie was new","he saw the train","the lake was frozen","toss the ball once","the old man shivers","the curtain was green","she found a glove","she defrosted the meat","","","","","","","","","","","","","","USA","English",1,1,1,1,1,1,1,1,1,1,1,1,1,TRUE,TRUE,"Cold"
"R_3QtFOb5yBkopJcN","","","","","","","","","","","","","","she boils the eggs","the cat had fleas","his sunburn was painful","go for a walk","the water felt hot","the movie was new","he saw the train","the tree was burning","toss the ball once","the old man sweats","the curtain was green","she found a glove","she roasted the potatoes","USA","English",1,1,1,1,1,1,1,1,1,1,1,1,1,TRUE,TRUE,"Hot"
"R_br2Nrh8WhsdjYdT","","","","","","","","","","","","","","she boils the eggs","the cat had fleas","his sunburn was painful","go for a walk","the water felt hot","the movie was new","he saw the train","the tree was burning","toss the ball once","the old man sweats","the curtain was green","she found a glove","she roasted the potatoes","USA","English",1,1,1,1,1,1,1,1,1,1,1,1,1,TRUE,TRUE,"Hot"
"R_eeoJsypATzRXogJ","","","","","","","","","","","","","","she boils the eggs","the cat had fleas","his sunburn was painful","go for a walk","the water felt hot","the movie was new","he saw the train","the tree was burning","the sudden ball toss","the old man sweats","the curtain was green","she found a glove","she roasted the potatoes","USA","English",1,1,1,1,1,1,1,1,1,1,1,1,1,TRUE,TRUE,"Hot"
"R_0PzvTp02Jvt9rAV","","","","","","","","","","","","","","she boils the eggs","the cat had fleas","his sunburn was painful","go for a walk","the water felt hot","the movie was new","he saw the train","the tree was burning","toss the ball once","the old man sweats","the curtain was green","she found a glove","she roasted the potatoes","USA","English",1,1,1,1,1,1,1,1,1,1,1,1,1,TRUE,TRUE,"Hot"
"R_b3f6oc9erfPpzCZ","","","","","","","","","","","","","","she boils the eggs","the cat had fleas","his sunburn was painful","go for a walk","he felt the water","gave the new movie","he saw the train","the tree was burning","the sudden ball toss","the old man sweats","the curtain was green","she found a glove","she roasted the potatoes","USA","English",1,1,1,1,0,1,1,1,1,1,1,1,1,FALSE,FALSE,"Hot"
"R_a5D239iiPx17kXP","she freezes the leftovers","the cat fleas ago","his frostbite was painful","go for a walk","the water felt cold","the movie was new","he saw the train","the lake was frozen","the ball sudden toss","the old man shivers","the curtain was green","she found a glove","she defrosted the meat","","","","","","","","","","","","","","USA","English",1,2,1,1,1,1,1,1,2,1,1,1,1,FALSE,TRUE,"Cold"
"R_0qQtJDZ6Lm519MV","","","","","","","","","","","","","","she boils the eggs","the cat had fleas","his sunburn was painful","go for a walk","the water felt hot","the movie was new","he saw the train","the tree was burning","toss the ball once","the old man sweats","the curtain was green","she found a glove","she roasted the potatoes","USA","English",1,1,1,1,1,1,1,1,1,1,1,1,1,TRUE,TRUE,"Hot"
"R_1N3nzyOtLg9Qr6R","she freezes the leftovers","cat had the fleas","his frostbite was painful","go walk a path","the water felt cold","the movie was new","he saw the train","the lake was frozen","toss the ball once","the old man shivers","the curtain was green","she found a glove","she defrosted the meat","","","","","","","","","","","","","","USA","English",1,1,1,1,1,1,1,1,1,1,1,1,1,TRUE,TRUE,"Cold"
"R_8FWOAtFyV479F2Z","","","","","","","","","","","","","","she boils the eggs","the cat had fleas","his sunburn was painful","go for a walk","the water felt hot","was the movie new","he saw the train","was the tree burning","toss the ball once","the man of old","the curtain was green","she found a glove","she roasted the potatoes","USA","English",1,1,1,1,1,1,1,1,1,0,1,1,1,FALSE,FALSE,"Hot"
"R_0weLi6OvtgdrrSd","she freezes the leftovers","the cat had fleas","his frostbite was painful","go for a walk","the water felt cold","the news was gave","he saw the train","the lake was frozen","toss the ball once","the old man shivers","the curtain was green","she found a glove","she defrosted the meat","","","","","","","","","","","","","","USA","English",1,1,1,1,1,0,1,1,1,1,1,1,1,FALSE,FALSE,"Cold"
"R_cuUFnDknqRNYMsJ","She freezes the leftovers","The cat had fleas","His frostbite was painful","Go for a walk","The water felt cold","The movie was new","He saw the train","The lake was frozen","Toss the ball once","The old man shivers","Was  the curtain green","She found a glove","She defrosted the meat","","","","","","","","","","","","","","USA","English",1,1,1,1,1,1,1,1,1,1,1,1,1,TRUE,TRUE,"Cold"
"R_4H0wUOfSTC6bxnD","she freezes the leftovers","the cat had fleas","his frostbite was painful","go for a walk","the water felt cold","the movie was new","he saw the train","the lake was frozen","toss the ball once","the old man shivers","the curtain was green","she found a glove","she defrosted the meat","","","","","","","","","","","","","","USA","English",1,1,1,1,1,1,1,1,1,1,1,1,1,TRUE,TRUE,"Cold"
"R_5zJF78B3EkIvCZv","she freezes the leftovers","cat had the fleas","his frostbite was painful","go for a walk","the water felt cold","the movie was new","he saw the train","the lake was frozen","the ball toss once","the old man shivers","the curtain was green","she found a glove","she defrosted the meat","","","","","","","","","","","","","","USA","English",1,1,1,1,1,1,1,1,2,1,1,1,1,FALSE,TRUE,"Cold"
"R_0BrzV5ItXmVHgyh","","","","","","","","","","","","","","she boils the eggs","the cat had fleas","his sunburn was painful","go for a walk","the water felt hot","the movie was new","he saw the train","the tree was burning","toss the ball once","the old man sweats","the curtain was green","she found a glove","she roasted the potatoes","USA","English",1,1,1,1,1,1,1,1,1,1,1,1,1,TRUE,TRUE,"Hot"
"R_4Ufvh1ZPJHoLajr","","","","","","","","","","","","","","She boils the eggs","The cat had fleas","His sunburn was painful","Go for a walk","The water felt hot","The movie was new ","He saw the train","The tree was burning","Once the ball toss","The old man sweats","Was the curtain green ","She found a glove","She roasted the potatoes","USA","English",1,1,1,1,1,1,1,1,2,1,1,1,1,FALSE,TRUE,"Hot"
"R_d6EVWxehBwhi149","she freezes the leftovers","the cat had fleas","his frostbite was painful","go walk a path","the water felt cold","the movie was new","he saw the train","the lake was frozen","the sudden ball toss","the old man shivers","how was the curtain","she found a glove","she defrosted the meat","","","","","","","","","","","","","","USA","English",1,1,1,1,1,1,1,1,1,1,1,1,1,TRUE,TRUE,"Cold"
"R_0weOTWmEwo6cZ1j","","","","","","","","","","","","","","she boiled the eggs","the cat had fleas","his sunburn was painful","go for a walk","the water felt hot","the movie was new","he saw the train","the tree was burning","the sudden ball toss","the old man sweats","the curtain was green","she found a glove","she roasted the potatoes","USA","English",1,1,1,1,1,1,1,1,1,1,1,1,1,TRUE,TRUE,"Hot"
"R_7Wo5FERnqPZMOPP","","","","","","","","","","","","","","she boils the eggs","the cat had fleas","his sunburn was painful","go for a walk","the water felt hot","the movie was new","he saw the train","the tree was burning","toss the ball once","the old man sweats","the curtain was green","she found a glove","she roasted the potatoes","USA","English",1,1,1,1,1,1,1,1,1,1,1,1,1,TRUE,TRUE,"Hot"
"R_6DNLYYXyrfCq7fn","","","","","","","","","","","","","","the eggs boils","cat had the fleas","although his sunburn was painful","go for a walk","the water felt hot","gave the new movie","he saw the train","the tree was burning","sudden toss the ball once","sweats of the old man","how was the green curtain","she found a glove gone","she roasted the potatoes","USA","English",2,1,2,1,1,1,1,1,2,2,2,2,1,FALSE,TRUE,"Hot"
"R_eQE5OoPEwbYzLy5","","","","","","","","","","","","","","she boils the eggs","the cat had fleas","was his sunburn painful","go walk a path","the water felt hot","the movie was new","he saw the train","the tree was buening","toss the ball once","the old man sweats","the curtain was green","she found a glove","she roasted the potatoes","USA","English",1,1,1,1,1,1,1,1,1,1,1,1,1,TRUE,TRUE,"Hot"
"R_daPDX9LzgOQ93sV","","","","","","","","","","","","","","she boils the eggs","the cat had fleas","his sunburn was painful","go for a walk","the water felt hot","the movie was new","he saw the train","the tree was burning","toss the ball once","the old man sweats","the curtain was green","she found a glove","she roasted the potatoes","USA","English",1,1,1,1,1,1,1,1,1,1,1,1,1,TRUE,TRUE,"Hot"
"R_cFJMDWxRemvskrr","","","","","","","","","","","","","","she boils the eggs","the cat had fleas","his sunburn was painful","go for a walk","the water felt hot","the movie was new","he saw over the train","the tree was burning","toss the ball once","the man of old","the curtain was green","she found a glove","she roasted the potatoes","USA","English",1,1,1,1,1,1,2,1,1,0,1,1,1,FALSE,FALSE,"Hot"
"R_3CP6uzQ9RLyLhmB","she freezes the leftovers","the cat had fleas","his frostbite was painful","go for a walk","the water felt cold","the movie was new","he saw the train","the lake was frozen","toss the ball once","the old man shivers","The curtain was green","She found a glove","She defrosted the meat","","","","","","","","","","","","","","USA","English",1,1,1,1,1,1,1,1,1,1,1,1,1,TRUE,TRUE,"Cold"
"R_bf7BQglq9Cw0keh","she freezes the leftovers","the cat had fleas","his frostbite was painful ","go for a walk ","the water felt cold ","the movie was new ","he saw the train","the lake was frozen ","toss the ball once ","the old man shivers ","was the curtain green","she found a glove","she defrosted the meat ","","","","","","","","","","","","","","USA","English",1,1,1,1,1,1,1,1,1,1,1,1,1,TRUE,TRUE,"Cold"
"R_4OwO58Z6qnfsvNX","","","","","","","","","","","","","","","","","","","","","","","","","","","USA","English",0,0,0,0,0,0,0,0,0,0,0,0,0,FALSE,FALSE,"Hot"
"R_6fhvu0Zthozqy6F","she freezes the leftovers","the cat had fleas","his frostbite was painful","go for a walk","the water felt cold","the new movie was","he saw the train","the lake was frozen","toss the ball once","the old man shivers","the curtain was green","she found a glove","she defrosted the meat","","","","","","","","","","","","","","USA","English",1,1,1,1,1,1,1,1,1,1,1,1,1,TRUE,TRUE,"Cold"
"R_do4GtZOe2ar6Rff","she freezes the leftovers","the cat had fleas","His frostbite was painful","go for a walk","The water felt cold","The movie was new","He saw the train","the lake was frozen","toss the ball once","the old man shivers","Was the curtain green","She found a glove","she defrosted the meat","","","","","","","","","","","","","","USA","English",1,1,1,1,1,1,1,1,1,1,1,1,1,TRUE,TRUE,"Cold"
"R_4NkxLyUENQd3QZT","she freezes the leftovers","the cat had fleas","his frostbite was painful","go for a walk","the water felt cold","the movie was new","he saw the train","the lake was frozen","toss the ball once","the old man shivers","the curtain was green","she found a glove","she defrosted the meat","","","","","","","","","","","","","","USA","English",1,1,1,1,1,1,1,1,1,1,1,1,1,TRUE,TRUE,"Cold"
"R_1Rl8MwijH3BxIuF","","","","","","","","","","","","","","she boils the eggs.","the cat had fleas.","his sunburn was painful.","go for a walk.","the water felt hot.","the movie was new.","he saw the train.","the tree was burning.","toss the ball once.","the old man sweats.","the curtain was green.","she found a glove.","it roasted the potatoes.","USA","English",1,1,1,1,1,1,1,1,1,1,1,1,1,TRUE,TRUE,"Hot"
"R_3dVhhmoCBkGueUd","","","","","","","","","","","","","","she boils the eggs","the cat had fleas","his sunburn was painful","go for a walk","the water felt hot","the movie was new","he saw the train","the tree was burning","toss the ball once","the old man sweats","the curtain was green","she found a glove","she roasted the potatoes","USA","English",1,1,1,1,1,1,1,1,1,1,1,1,1,TRUE,TRUE,"Hot"
"R_e8Wi1KN54pjaALj","","","","","","","","","","","","","","she boils the eggs","the cat had fleas","his sunburn was painful","go for a walk","the water felt hot","the movie was new","he saw the train","the tree was burning","toss the ball once","the old man sweats","the curtain was green","she found a glove","she roasted the potatoes","USA","English",1,1,1,1,1,1,1,1,1,1,1,1,1,TRUE,TRUE,"Hot"
"R_eQhJJ4PEUjsbImV","","","","","","","","","","","","","","She boils the eggs","The cat had fleas","His sunburn was painful","Go for a walk","The water felt hot","the movie was new","He saw the train","The tree was burning","Toss the ball once","The old man sweats","The curtain was green","She found a glove","She roasted the potatoes","USA","English",1,1,1,1,1,1,1,1,1,1,1,1,1,TRUE,TRUE,"Hot"
"R_9RDxY9Q0p4SBNqZ","she freezes the leftovers","the cat had fleas","his frostbite was painful","go for a walk","the water felt cold","the movie was new","he saw the train","the lake was frozen","the sudden ball toss","the old man shivers","the curtain was green","she found a glove","she defrosted the meat","","","","","","","","","","","","","","USA","English",1,1,1,1,1,1,1,1,1,1,1,1,1,TRUE,TRUE,"Cold"
"R_4H0yoHB81zsvVYN","She freezes the leftovers","The cat had flets","His frostbite was painful","Go for a walk","The water felt cold","The movie was new","He saw over the train","The lake was frozen","Toss the ball once","The old man shivers","The curtain was green","She found a glove","She defrosted the méat","","","","","","","","","","","","","","USA","English",1,1,1,1,1,1,2,1,1,1,1,1,1,FALSE,TRUE,"Cold"
"R_3wmsOMFlPoB3kuV","she freezes the leftovers","the cat had fleas","his frostbite was painful","Go for a walk","the water felt cold","the movie was new","he saw the train","the lake was frozen","toss the ball once","the old man shivers","the curtain was green","she found a glove","she defrosted the meat","","","","","","","","","","","","","","USA","English",1,1,1,1,1,1,1,1,1,1,1,1,1,TRUE,TRUE,"Cold"
"R_4JwRrQKtN3CJbrT","","","","","","","","","","","","","","she boils the eggs","the cat had fleas","the sunburn was painful","go for a walk","the water felt hot","gave the new movie","saw over the train","the tree was burning","toss the ball once","the old men sweats","the curtain was green","she found a glove","she roasted the potatoes","USA","English",1,1,2,1,1,1,1,1,1,1,1,1,1,FALSE,TRUE,"Hot"
"R_dnHhTD8Ro7bN6Xr","She freezes the leftovers.","The cat had the fleas.","His frostbite was painful.","Go for a walk.","The water felt cold.","The movie was new.","He saw over the train.","The lake was frozen.","Toss the ball once.","The old man shivers.","The curtain was green.","She found a glove.","She defrosted the meat.","","","","","","","","","","","","","","USA","English",1,2,1,1,1,1,2,1,1,1,1,1,1,FALSE,TRUE,"Cold"
"R_7ZFKlQqShg1Lq05","","","","","","","","","","","","","","she boils the eggs","the cat had fleas","his sunburn was painful","go for a walk","he felt hot water","the movie was new","he saw the train","the tree was burning","toss the ball once","the old man sweats","the curtain was green","she found a glove","she roasted the potatoes","USA","English",1,1,1,1,2,1,1,1,1,1,1,1,1,FALSE,TRUE,"Hot"
"R_8IASy7qtnFTFOC1","the leftovers freezes","the cat got fleas","his frostbite was painful","go for a walk","the water felt cold","the movie was new","he saw the train","the lake was frozen","toss the ball once","the old man shivers","the curtain was green","she found a glove","she defrosted the meat","","","","","","","","","","","","","","USA","English",2,2,1,1,1,1,1,1,1,1,1,1,1,FALSE,TRUE,"Cold"
"R_3z08DY75VQuefGJ","She freezes the leftovers.","The cat had fleas.","Although, his frostbite was painful.","Go walk for a path","The water had felt cold.","The movie was new.","He saw over the train.","Frozen was the lake.","Toss teh ball once.","The man of old shivers.","How green was the curtain","She found a glove gone.","The meat, she defrosted it.","","","","","","","","","","","","","","USA","English",1,1,2,2,2,1,2,1,1,0,2,2,2,FALSE,FALSE,"Cold"
"R_b48MtQjsj6zRApv","","","","","","","","","","","","","","she boils the eggs","the cat had fleas","his sunburn was painful","go for a walk","the water felt hot","the movie was new ","he saw the train","the tree was burning","toss the ball once","the old man sweats","the curtain was green","she found a glove","she roasted the potatoes","USA","English",1,1,1,1,1,1,1,1,1,1,1,1,1,TRUE,TRUE,"Hot"
"R_eDnyHP3YyiV1kd7","She freezes the leftovers.","The cat had fleas.","His frostbite was painful.","Go for a walk.","The water felt cold.","The movie was new.","He saw the train.","The lake was frozen.","Toss the ball once.","The old man shivers.","The curtain was green.","She found a glove.","She defrosted the meat.","","","","","","","","","","","","","","USA","English",1,1,1,1,1,1,1,1,1,1,1,1,1,TRUE,TRUE,"Cold"
"R_bOVYtinbFFbpD0x","she freezes the leftovers","the cat had fleas","his frostbite was painful","go for a walk","the water felt cold","the movie was new","he saw the train","the lake was frozen","once toss the ball","the old man shivers","green was the curtain","she found a glove","the meat she defrosted","","","","","","","","","","","","","","USA","English",1,1,1,1,1,1,1,1,1,1,1,1,1,TRUE,TRUE,"Cold"
"R_080SXjyKeE8u7l3","","","","","","","","","","","","","","She boils the eggs","The cat had fleas","His sunburn was painful","Go for a walk","The water felt hot","The movie was new","He saw the train","The tree was burning","Toss the ball once","The old man sweats","The curtain was green","She found a glove","She roasted the potatoes","USA","English",1,1,1,1,1,1,1,1,1,1,1,1,1,TRUE,TRUE,"Hot"
"R_7R4YarIaZDDUoZf","","","","","","","","","","","","","","she boils the eggs","the cat had fleas","although sunburn was painful","go for a walk","the water felt hot","the movie was new","he saw the train","the tree was burning","toss the ball once","the old man sweats","the curtain was green","she found a glove","she roasted the potatoes","USA","English",1,1,1,1,1,1,1,1,1,1,1,1,1,TRUE,TRUE,"Hot"
"R_d0fNseynDPLsIaV","","","","","","","","","","","","","","she boiled the eggs","the cat had fleas","his sunburn was painful","go for a walk","the water felt hot","the movie was new","he saw the train","the tree was burning","the ball toss once","the old man sweats","the curtain was green","she found a glove","she roasted the potatoes","USA","English",1,1,1,1,1,1,1,1,2,1,1,1,1,FALSE,TRUE,"Hot"
"R_dmUS0XhMQBOjqoB","she freezes the leftovers of","ago the cat had fleas","Although his frostbite was paintful","Go walk for a path","the water felt cold","the movie was new","He saw the train over","the frozen lake should","once toss the ball sudden","the old man shivers","how was the curtain green","she found a glove","She defrosted the meat, it","","","","","","","","","","","","","","USA","English",2,2,2,2,1,1,2,1,2,1,2,1,2,FALSE,TRUE,"Cold"
"R_d7pnbtO9gSeIH5z","She freezes the leftovers.","The cat had fleas.","His frostbite was painful.","Go walk a path.","The water felt cold.","The movie was new.","He saw the train.","The lake was frozen.","Toss the ball once.","The old man shivers.","How was the green curtain?","She found a glove.","She defrosted the meat.","","","","","","","","","","","","","","USA","English",1,1,1,1,1,1,1,1,1,1,2,1,1,FALSE,TRUE,"Cold"
"R_37TCiVNklnQZIZn","","","","","","","","","","","","","","she boils the eggs","the cat had fleas","his sunburn was painful","go for a walk","the water felt hot","the movie was new","he saw the train","the tree was burning","toss the ball once","the old man sweats","the curtain was green","she found a glove","she roasted the potatoes","USA","English",1,1,1,1,1,1,1,1,1,1,1,1,1,TRUE,TRUE,"Hot"
"R_8omODiB3sUK77Jr","","","","","","","","","","","","","","she boils the eggs","the cat had fleas","his sunburn was painful","go for a walk","the felt had water","the new movie gave","he saw the train","the tree was burning","toss the ball once","the old man sweats","the curtain was green","she found a glove","it roasted the potatoes","USA","English",1,1,1,1,0,1,1,1,1,1,1,1,1,FALSE,FALSE,"Hot"
"R_1AYCzRTa0AFK4zr","","","","","","","","","","","","","","she boils the eggs","the cat had fleas","his sunburn was painful","go for a walk","the water felt hot","the movie was new","he saw over the train","was the tree burning","toss the ball once","the old man sweats","the curtain was green","she found a glove","she roasted the potatoes","USA","English",1,1,1,1,1,1,2,1,1,1,1,1,1,FALSE,TRUE,"Hot"
"R_bwKt1JMjl1zjijH","","","","","","","","","","","","","","she boils the eggs","the cat had fleas","his sunburn was painful","go for a walk","the water felt hot","the movie was new","he saw the train","the tree was burning","toss the ball once","the old man sweats","the curtain was green","she found a glove","she roasted the potatoes","USA","English",1,1,1,1,1,1,1,1,1,1,1,1,1,TRUE,TRUE,"Hot"
"R_eVE8iQGIpMojacd","she freezes the leftovers","the cat had fleas","his frostbite was painful","go for a walk","the water felt cold","the movie was new","he saw the train","the lake was frozen","toss the ball once","the old man shivers","the curtain was green","she found a glove","she defrosted the meat","","","","","","","","","","","","","","USA","English",1,1,1,1,1,1,1,1,1,1,1,1,1,TRUE,TRUE,"Cold"
"R_d3RHVewmGIoGorH","","","","","","","","","","","","","","she boils the eggs","the cat had fleas","his sunburn was painful","go for a walk","the water felt hot","the movie was new","he saw the train","the tree was burning","the sudden ball toss","the old man sweats","the curtain was green","she found a glove","she roasted the potatoes","USA","English",1,1,1,1,1,1,1,1,1,1,1,1,1,TRUE,TRUE,"Hot"
"R_3XbblSQmoOMEHtj","","","","","","","","","","","","","","She boils the eggs","Cat had the fleas","His sunburn was painful","Go for a way","Felt the hot water","Was the New Movie ","","The tree was burning","Sudden Toss the Ball ","Sweats of the man","How was the green","She found a glove","She roasted the potatoes","USA","English",1,1,1,2,1,1,0,1,2,2,1,1,1,FALSE,FALSE,"Hot"
"R_cu8aVjkEn3HRHG5","she freezes the leftovers","the cat had fleas","his frostbite was painful","go for a walk","the water felt cold","the movie was new","he saw the train","the lake was frozen","toss the ball once","the old man shivers","the curtain was green","she found a glove","she defrosted the meat","","","","","","","","","","","","","","USA","English",1,1,1,1,1,1,1,1,1,1,1,1,1,TRUE,TRUE,"Cold"
"R_9shqwtI17Bf4HFX","","","","","","","","","","","","","","She boils the eggs.","The cat had fleas.","His sunburn was painful.","Go for a walk.","The water felt hot.","The movie was new.","He saw the train.","The tree was burning.","Toss the ball once.","The old man sweats.","The curtain was green.","She found a glove.","She roasted the potatoes.","USA","English",1,1,1,1,1,1,1,1,1,1,1,1,1,TRUE,TRUE,"Hot"
"R_bIwHRP4O94OIePP","","","","","","","","","","","","she gone found a glove","","","","","","","","","","","","","","","USA","English",0,0,0,0,0,0,0,0,0,0,0,2,0,FALSE,FALSE,"Cold"
"R_by0qjyg6ISt6qgt","","","","","","","","","","","","","","she boils the eggs","the cat had fleas","his sunburn was painful","go for a walk","the water felt hot","the movie was new","he saw the train","the tree was burning","toss the ball once","the old man sweats","the curtain was green","she found a glove","she roasted the potatoes","USA","English",1,1,1,1,1,1,1,1,1,1,1,1,1,TRUE,TRUE,"Hot"
"R_54L36HgTlCLPB9H","she freezes the leftovers","the cat had fleas","although his frostbite was painful","go for a walk","the water felt cold","the movie was new","he saw the train","the lake was frozen ","toss the ball once","the old man shivers","the curtain was green","she found a glove","she defrosted the meat","","","","","","","","","","","","","","USA","English",1,1,2,1,1,1,1,1,1,1,1,1,1,FALSE,TRUE,"Cold"
"R_2aFJSJZ3t2YAmUZ","she freezes the leftovers","the cat had fleas ","although his frostbite was painful","go for a walk","the water felt cold","the movie was new","he saw over the train","the frozen lake was","","the old man shivers","how was the curtain green","she found a glove","the meat she defrosted it","","","","","","","","","","","","","","USA","English",1,1,2,1,1,1,2,1,0,1,2,1,2,FALSE,FALSE,"Cold"
"R_09zDyR4sta0y6WN","she freezes the leftovers","the cat had fleas","his frostbite was painful","go for a walk","the water felt cold","the movie was new","he saw over the train","the lake was frozen","toss the ball once","the old man shicers","the curtain was green","she found a glove","she defrosted the meat","","","","","","","","","","","","","","USA","English",1,1,1,1,1,1,2,1,1,1,1,1,1,FALSE,TRUE,"Cold"
"R_9p4nrrW3AEByEkd","she freezes the leftovers","cat had the fleas","his frostbite was painful","go for a walk","felt the cold water","the movie was new","he saw the train","the lake was frozen","toss the ball once","the old man shivers","the curtain was green","she found a glove","she defrosted the meat","","","","","","","","","","","","","","USA","English",1,1,1,1,1,1,1,1,1,1,1,1,1,TRUE,TRUE,"Cold"
"R_esTd7Z7VFKnu5zT","","","","","","","","","","","","","","she boils the egg","the cat had fleas","his sunburn was painful","go for a walk","the water felt hot","the movie was new","he saw the train","the tree was burning","toss the ball once","the old man sweats","the curtain was green","she found a glove","she roasted the potatoes","USA","English",1,1,1,1,1,1,1,1,1,1,1,1,1,TRUE,TRUE,"Hot"
"R_0vvaYplES0Ruddb","she freezes the leftovers","the cat had fleas","his frostbite was painful","go for a walk","the water felt cold","the movie was new","he saw the train","the lake was frozen","toss the ball once","the old man shivers","the curtain was green","she found a glove","she defrosted the meat","","","","","","","","","","","","","","USA","English",1,1,1,1,1,1,1,1,1,1,1,1,1,TRUE,TRUE,"Cold"
"R_3l0CJxJvpKCeOiN","","","","","","","","","","","","","","she boils the eggs","cat had the fleas","his sunburn was painful","go for a walk","the water felt hot","new movie was gave","the train saw over","the tree was burning","toss the the ball","the man sweats old","how was the green","she found a glove","she roasted the potatoes","USA","English",1,1,1,1,1,2,1,1,2,0,1,1,1,FALSE,FALSE,"Hot"
"R_8wzEShlO2rnJxU9","she freezes the leftovers","the cat had fleas","his frostbite was painful","go for a walk","he felt cold water","the movie was new","he saw the train","the lake was frozen","toss the ball once","the old man shivers","the curtain was green","she found a glove","she defrosted the meat","","","","","","","","","","","","","","USA","English",1,1,1,1,2,1,1,1,1,1,1,1,1,FALSE,TRUE,"Cold"
"R_3awDPvMBNWPFrPn","she freezes the leftovers","the cat had fleas","his frostbite was painful. ","go for a walk","the water felt cold","the movie was new. ","he saw the train. ","was the lake frozen?","toss the ball once","the old man shivers. ","was the curtain green?","She found a glove.","she defrosted the meat","","","","","","","","","","","","","","USA","English",1,1,1,1,1,1,1,1,1,1,1,1,1,TRUE,TRUE,"Cold"
"R_bNsBIvSEtzzNO85","","","","","","","","","","","","","","the eggs she boils","the cat had fleas","his sunburn was painful","go walk a path","the water felt hot","the movie was new","he saw the train","the tree was burning","the sudden ball toss","the old man sweats","the curtain was green","she found a glove","she roasted the potatoes","USA","English",1,1,1,1,1,1,1,1,1,1,1,1,1,TRUE,TRUE,"Hot"
"R_0MJIwQTpWziaYIZ","","","","","","","","","","","","","","she boils the eggs","the cat had fleas","his sunburn was painful","go for a walk","the water felt hot","the movie was new","he saw the train","the tree was burning","toss the ball once","the old man sweats","the curtain was green","she found a glove","she roasted the potatoes","USA","English",1,1,1,1,1,1,1,1,1,1,1,1,1,TRUE,TRUE,"Hot"
"R_6nVfaZCrzmOPCnj","she freezes the leftovers","the cat had fleas","his frostbite was painful","go for a walk","the water felt cold","the movie was new","he saw the train","the lake was frozen","toss the ball once","the old man shivers","the curtain was green","she found a glove","she defrosted the meat","","","","","","","","","","","","","","USA","English",1,1,1,1,1,1,1,1,1,1,1,1,1,TRUE,TRUE,"Cold"
"R_bqO0yxsc1IzIL89","she freezes the leftovers","the cat had fleas","his frostbite was painful","go for a walk","the water felt cold","the movie was new","he saw the train","the lake was frozen","toss the ball once","the old man shivers","the curtain was green","she found a glove","she defrosted the meat","","","","","","","","","","","","","","USA","English",1,1,1,1,1,1,1,1,1,1,1,1,1,TRUE,TRUE,"Cold"
